TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,CFID,CFPARAMS,SEASON_ID,GAME_DATE
1610612739,Cleveland Cavaliers,1,1,0,1.0,48.0,130.4,111.8,18.6,0.725,1.71,22.3,0.448,0.833,0.662,0.193,0.641,0.683,88.82,0.603,10,Cleveland Cavaliers,22015,2015-11-19
1610612744,Golden State Warriors,1,1,0,1.0,48.0,124.2,116.3,7.9,0.816,1.63,22.3,0.235,0.8,0.557,0.19,0.637,0.698,100.2,0.569,10,Golden State Warriors,22015,2015-11-19
1610612746,Los Angeles Clippers,1,0,1,0.0,48.0,116.3,124.2,-7.9,0.477,1.91,16.1,0.2,0.765,0.443,0.109,0.574,0.594,100.2,0.431,10,Los Angeles Clippers,22015,2015-11-19
1610612748,Miami Heat,1,1,0,1.0,48.0,117.7,107.1,10.7,0.595,3.57,18.4,0.267,0.763,0.494,0.071,0.511,0.56,100.16,0.584,10,Miami Heat,22015,2015-11-19
1610612749,Milwaukee Bucks,1,0,1,0.0,48.0,111.8,130.4,-18.6,0.579,2.0,18.7,0.167,0.552,0.338,0.123,0.541,0.592,88.82,0.397,10,Milwaukee Bucks,22015,2015-11-19
1610612758,Sacramento Kings,1,0,1,0.0,48.0,107.1,117.7,-10.7,0.581,1.39,18.4,0.237,0.733,0.506,0.177,0.583,0.587,100.16,0.416,10,Sacramento Kings,22015,2015-11-19
1610612737,Atlanta Hawks,1,1,0,1.0,48.0,103.5,95.2,8.3,0.605,1.92,17.1,0.235,0.717,0.464,0.121,0.478,0.517,100.74,0.528,10,Atlanta Hawks,22015,2015-11-18
1610612738,Boston Celtics,1,0,1,0.0,48.0,99.5,108.8,-9.4,0.579,1.57,15.9,0.304,0.806,0.524,0.137,0.457,0.497,99.98,0.439,10,Boston Celtics,22015,2015-11-18
1610612751,Brooklyn Nets,1,0,1,0.0,48.0,106.0,112.8,-6.8,0.568,2.78,18.6,0.111,0.78,0.43,0.086,0.511,0.551,103.76,0.452,10,Brooklyn Nets,22015,2015-11-18
1610612766,Charlotte Hornets,1,1,0,1.0,48.0,112.8,106.0,6.8,0.692,1.69,19.4,0.22,0.889,0.57,0.156,0.556,0.605,103.76,0.548,10,Charlotte Hornets,22015,2015-11-18
1610612741,Chicago Bulls,1,1,0,1.0,48.0,104.9,98.7,6.2,0.585,1.2,18.0,0.275,0.72,0.522,0.204,0.548,0.578,98.2,0.554,10,Chicago Bulls,22015,2015-11-18
1610612742,Dallas Mavericks,1,1,0,1.0,48.0,108.8,99.5,9.4,0.595,1.29,17.4,0.194,0.696,0.476,0.175,0.563,0.606,99.98,0.561,10,Dallas Mavericks,22015,2015-11-18
1610612743,Denver Nuggets,1,0,1,0.0,48.0,103.2,115.0,-11.7,0.658,4.17,18.3,0.298,0.767,0.5,0.063,0.413,0.463,94.86,0.414,10,Denver Nuggets,22015,2015-11-18
1610612745,Houston Rockets,1,1,0,1.0,53.0,96.1,93.8,2.2,0.688,1.22,14.9,0.255,0.792,0.515,0.16,0.424,0.503,100.6,0.534,10,Houston Rockets,22015,2015-11-18
1610612754,Indiana Pacers,1,1,0,1.0,48.0,107.9,79.4,28.5,0.667,1.47,18.9,0.308,0.821,0.527,0.183,0.522,0.556,105.42,0.665,10,Indiana Pacers,22015,2015-11-18
1610612750,Minnesota Timberwolves,1,0,1,0.0,53.0,97.9,96.1,1.8,0.583,1.31,15.5,0.244,0.697,0.514,0.155,0.447,0.514,95.75,0.555,10,Minnesota Timberwolves,22015,2015-11-18
1610612740,New Orleans Pelicans,1,0,1,0.0,48.0,103.0,109.3,-6.3,0.488,1.91,16.0,0.227,0.652,0.444,0.11,0.495,0.52,100.28,0.476,10,New Orleans Pelicans,22015,2015-11-18
1610612760,Oklahoma City Thunder,1,1,0,1.0,48.0,109.3,103.0,6.3,0.5,1.36,14.0,0.348,0.773,0.556,0.139,0.488,0.536,100.28,0.524,10,Oklahoma City Thunder,22015,2015-11-18
1610612753,Orlando Magic,1,1,0,1.0,53.0,96.1,97.9,-1.8,0.488,2.22,13.5,0.303,0.756,0.486,0.083,0.414,0.436,95.75,0.445,10,Orlando Magic,22015,2015-11-18
1610612755,Philadelphia 76ers,1,0,1,0.0,48.0,79.4,107.9,-28.5,0.4,0.45,10.9,0.179,0.692,0.473,0.29,0.493,0.512,105.42,0.335,10,Philadelphia 76ers,22015,2015-11-18
