"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF","P.J. Tucker",4200,"Pho@Chi 08:00PM ET",16.583,"Pho"
"C","Alex Len",4200,"Pho@Chi 08:00PM ET",15.643,"Pho"
"PF","Taj Gibson",4000,"Pho@Chi 08:00PM ET",17.559,"Chi"
"PF","Nemanja Bjelica",4000,"LAC@Min 08:00PM ET",19.017,"Min"
"SG","Austin Rivers",4000,"LAC@Min 08:00PM ET",14.163,"LAC"
"C","Kelly Olynyk",3900,"Bos@NO 08:00PM ET",17.645,"Bos"
"SF","Mirza Teletovic",3800,"Pho@Chi 08:00PM ET",15.179,"Pho"
"SG","Kevin Martin",3700,"LAC@Min 08:00PM ET",17.458,"Min"
"PF","Josh Smith",3700,"LAC@Min 08:00PM ET",15.963,"LAC"
"PF","David Lee",3600,"Bos@NO 08:00PM ET",14.921,"Bos"
"PG","Aaron Brooks",3600,"Pho@Chi 08:00PM ET",15.636,"Chi"
"PF","John Henson",3600,"Por@Mil 08:00PM ET",15.515,"Mil"
"SF","Lance Stephenson",3600,"LAC@Min 08:00PM ET",13.132,"LAC"
"PG","Greivis Vasquez",3500,"Por@Mil 08:00PM ET",17.047,"Mil"
"SG","Allen Crabbe",3400,"Por@Mil 08:00PM ET",14.702,"Por"
"SF","Doug McDermott",3400,"Pho@Chi 08:00PM ET",13.882,"Chi"
"SF","Paul Pierce",3300,"LAC@Min 08:00PM ET",10.895,"LAC"
"PG","Kirk Hinrich",3300,"Pho@Chi 08:00PM ET",14.313,"Chi"
"C","Omer Asik",3300,"Bos@NO 08:00PM ET",8.442,"NO"
"SF","Dante Cunningham",3200,"Bos@NO 08:00PM ET",13.013,"NO"
"SG","Gerald Henderson",3200,"Por@Mil 08:00PM ET",10.808,"Por"
"PG","Norris Cole",3200,"Bos@NO 08:00PM ET",12.083,"NO"
"C","Alexis Ajinca",3200,"Bos@NO 08:00PM ET",11.266,"NO"
"C","Nikola Pekovic",3200,"LAC@Min 08:00PM ET",0,"Min"
"SF","Tony Snell",3200,"Pho@Chi 08:00PM ET",12.618,"Chi"
"SF","Maurice Harkless",3200,"Por@Mil 08:00PM ET",14.226,"Por"
"SF","Shabazz Muhammad",3200,"LAC@Min 08:00PM ET",11.118,"Min"
"SF","Wesley Johnson",3100,"LAC@Min 08:00PM ET",10.188,"LAC"
"PF","Kevin Garnett",3000,"LAC@Min 08:00PM ET",13.971,"Min"
"PG","Andre Miller",3000,"LAC@Min 08:00PM ET",13.861,"Min"
"C","Chris Kaman",3000,"Por@Mil 08:00PM ET",8.167,"Por"
"PG","Ronnie Price",3000,"Pho@Chi 08:00PM ET",8.882,"Pho"
"SF","Tayshaun Prince",3000,"LAC@Min 08:00PM ET",7.276,"Min"
"SF","Mike Dunleavy",3000,"Pho@Chi 08:00PM ET",0,"Chi"
"PF","Chris Copeland",3000,"Por@Mil 08:00PM ET",4.533,"Mil"
"C","Kendrick Perkins",3000,"Bos@NO 08:00PM ET",9.667,"NO"
"PG","Toney Douglas",3000,"Bos@NO 08:00PM ET",13.625,"NO"
"SF","Luc Richard Mbah a Moute",3000,"LAC@Min 08:00PM ET",4.181,"LAC"
"SF","Alonzo Gee",3000,"Bos@NO 08:00PM ET",10.750,"NO"
"SF","Quincy Pondexter",3000,"Bos@NO 08:00PM ET",0,"NO"
"SG","Sonny Weems",3000,"Pho@Chi 08:00PM ET",4.500,"Pho"
"SG","E'Twaun Moore",3000,"Pho@Chi 08:00PM ET",10.250,"Chi"
"C","Cole Aldrich",3000,"LAC@Min 08:00PM ET",2.050,"LAC"
"SF","Luke Babbitt",3000,"Bos@NO 08:00PM ET",11.768,"NO"
"C","Tyler Zeller",3000,"Bos@NO 08:00PM ET",7.411,"Bos"
"C","Miles Plumlee",3000,"Por@Mil 08:00PM ET",4.467,"Mil"
"PF","Jonas Jerebko",3000,"Bos@NO 08:00PM ET",9.225,"Bos"
"SG","C.J. Wilcox",3000,"LAC@Min 08:00PM ET",0.000,"LAC"
"PF","Cory Jefferson",3000,"Pho@Chi 08:00PM ET",4.500,"Pho"
"PG","Tim Frazier",3000,"Por@Mil 08:00PM ET",2.250,"Por"
"PF","Cameron Bairstow",3000,"Pho@Chi 08:00PM ET",2.875,"Chi"
"PG","Pablo Prigioni",3000,"LAC@Min 08:00PM ET",6.786,"LAC"
"PF","Adreian Payne",3000,"LAC@Min 08:00PM ET",9.135,"Min"
"PG","Bryce Cotton",3000,"Pho@Chi 08:00PM ET",0,"Pho"
"SF","Pat Connaughton",3000,"Por@Mil 08:00PM ET",1.042,"Por"
"PF","Johnny O'Bryant",3000,"Por@Mil 08:00PM ET",9.526,"Mil"
"SF","Branden Dawson",3000,"LAC@Min 08:00PM ET",0,"LAC"
"SG","R.J. Hunter",3000,"Bos@NO 08:00PM ET",6.536,"Bos"
"SG","Archie Goodwin",3000,"Pho@Chi 08:00PM ET",8.455,"Pho"
"PF","Jordan Mickey",3000,"Bos@NO 08:00PM ET",6.125,"Bos"
"PF","Bobby Portis",3000,"Pho@Chi 08:00PM ET",7.417,"Chi"
"PG","Terry Rozier",3000,"Bos@NO 08:00PM ET",3.769,"Bos"
"PG","Tyler Ennis",3000,"Por@Mil 08:00PM ET",7.972,"Mil"
"PF","Noah Vonleh",3000,"Por@Mil 08:00PM ET",7.714,"Por"
"SG","James Young",3000,"Bos@NO 08:00PM ET",1.625,"Bos"
"SF","Damien Inglis",3000,"Por@Mil 08:00PM ET",4.800,"Mil"
"SF","Damjan Rudez",3000,"LAC@Min 08:00PM ET",4.438,"Min"
"C","Cristiano Felicio",3000,"Pho@Chi 08:00PM ET",1.750,"Chi"
"PG","Tyus Jones",3000,"LAC@Min 08:00PM ET",2.875,"Min"
"PF","Cliff Alexander",3000,"Por@Mil 08:00PM ET",3.833,"Por"
"SG","Devin Booker",3000,"Pho@Chi 08:00PM ET",8.971,"Pho"
"SG","Rashad Vaughn",3000,"Por@Mil 08:00PM ET",4.643,"Mil"
"SF","Luis Montero",3000,"Por@Mil 08:00PM ET",2.125,"Por"
