"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PF","Dwight Powell",4700,"Dal@OKC 07:00PM ET",24.288,"Dal"
"PG","Jrue Holiday",4600,"Pho@NO 06:00PM ET",22.944,"NO"
"PF","Luis Scola",4500,"Tor@LAC 03:30PM ET",20.518,"Tor"
"PF","Amir Johnson",4400,"Bos@Bkn 06:00PM ET",20.833,"Bos"
"C","Festus Ezeli",4400,"GS@Den 08:00PM ET",21.536,"GS"
"SG","Dion Waiters",4400,"Dal@OKC 07:00PM ET",19.827,"OKC"
"SG","J.J. Redick",4300,"Tor@LAC 03:30PM ET",19.556,"LAC"
"PG","Lou Williams",4300,"Por@LAL 09:30PM ET",21.313,"LAL"
"PG","D'Angelo Russell",4300,"Por@LAL 09:30PM ET",21.813,"LAL"
"SG","Wesley Matthews",4200,"Dal@OKC 07:00PM ET",17.659,"Dal"
"C","Meyers Leonard",4200,"Por@LAL 09:30PM ET",18.056,"Por"
"C","Joffrey Lauvergne",4200,"GS@Den 08:00PM ET",23.083,"Den"
"SF","Chandler Parsons",4100,"Dal@OKC 07:00PM ET",13.778,"Dal"
"PF","Ed Davis",4000,"Por@LAL 09:30PM ET",19.196,"Por"
"PG","Cory Joseph",4000,"Tor@LAC 03:30PM ET",19.714,"Tor"
"PF","J.J. Hickson",3900,"GS@Den 08:00PM ET",16.375,"Den"
"C","Kelly Olynyk",3900,"Bos@Bkn 06:00PM ET",19.045,"Bos"
"C","Bismack Biyombo",3800,"Tor@LAC 03:30PM ET",13.804,"Tor"
"SF","T.J. Warren",3800,"Pho@NO 06:00PM ET",16.841,"Pho"
"PG","Jameer Nelson",3700,"GS@Den 08:00PM ET",19.023,"Den"
"SF","P.J. Tucker",3700,"Pho@NO 06:00PM ET",16.583,"Pho"
"SF","Bojan Bogdanovic",3700,"Bos@Bkn 06:00PM ET",16.327,"Bkn"
"C","Steven Adams",3700,"Dal@OKC 07:00PM ET",17.981,"OKC"
"PF","David Lee",3600,"Bos@Bkn 06:00PM ET",15.396,"Bos"
"SG","Austin Rivers",3600,"Tor@LAC 03:30PM ET",15.354,"LAC"
"SG","Gary Harris",3600,"GS@Den 08:00PM ET",18.519,"Den"
"SG","Rondae Hollis-Jefferson",3600,"Bos@Bkn 06:00PM ET",16.654,"Bkn"
"C","Nikola Jokic",3600,"GS@Den 08:00PM ET",16.063,"Den"
"SF","Paul Pierce",3500,"Tor@LAC 03:30PM ET",14.659,"LAC"
"PG","Devin Harris",3500,"Dal@OKC 07:00PM ET",17.615,"Dal"
"SG","Nick Young",3500,"Por@LAL 09:30PM ET",15.667,"LAL"
"PF","Patrick Patterson",3500,"Tor@LAC 03:30PM ET",13.679,"Tor"
"C","Alexis Ajinca",3500,"Pho@NO 06:00PM ET",11.827,"NO"
"PG","J.J. Barea",3400,"Dal@OKC 07:00PM ET",17.462,"Dal"
"C","Omer Asik",3400,"Pho@NO 06:00PM ET",8.625,"NO"
"SF","Maurice Harkless",3400,"Por@LAL 09:30PM ET",13.875,"Por"
"PG","Raymond Felton",3300,"Dal@OKC 07:00PM ET",15.615,"Dal"
"PG","Toney Douglas",3300,"Pho@NO 06:00PM ET",15.409,"NO"
"PF","Jon Leuer",3300,"Pho@NO 06:00PM ET",15.271,"Pho"
"SG","Allen Crabbe",3300,"Por@LAL 09:30PM ET",14.375,"Por"
"SF","Metta World Peace",3200,"Por@LAL 09:30PM ET",13.875,"LAL"
"PF","Charlie Villanueva",3200,"Dal@OKC 07:00PM ET",13.773,"Dal"
"PF","Josh Smith",3200,"Tor@LAC 03:30PM ET",14.521,"LAC"
"SF","Dante Cunningham",3200,"Pho@NO 06:00PM ET",13.692,"NO"
"SF","Luke Babbitt",3200,"Pho@NO 06:00PM ET",14.350,"NO"
"PF","Brandon Bass",3100,"Por@LAL 09:30PM ET",13.477,"LAL"
"PG","D.J. Augustin",3100,"Dal@OKC 07:00PM ET",13.250,"OKC"
"SG","Gerald Henderson",3100,"Por@LAL 09:30PM ET",8.250,"Por"
"SF","James Johnson",3100,"Tor@LAC 03:30PM ET",10.250,"Tor"
"SF","Lance Stephenson",3100,"Tor@LAC 03:30PM ET",12.227,"LAC"
"SG","Terrence Ross",3100,"Tor@LAC 03:30PM ET",11.313,"Tor"
"PG","Shane Larkin",3100,"Bos@Bkn 06:00PM ET",16.519,"Bkn"
"SG","Mike Miller",3000,"GS@Den 08:00PM ET",3.250,"Den"
"C","Nick Collison",3000,"Dal@OKC 07:00PM ET",10.500,"OKC"
"C","Chris Kaman",3000,"Por@LAL 09:30PM ET",8.167,"Por"
"PG","Ronnie Price",3000,"Pho@NO 06:00PM ET",10.300,"Pho"
"SF","Steve Novak",3000,"Dal@OKC 07:00PM ET",4.750,"OKC"
"PG","Randy Foye",3000,"GS@Den 08:00PM ET",9.865,"Den"
"C","Kendrick Perkins",3000,"Pho@NO 06:00PM ET",9.667,"NO"
"PG","Leandro Barbosa",3000,"GS@Den 08:00PM ET",12.068,"GS"
"PG","Shaun Livingston",3000,"GS@Den 08:00PM ET",11.167,"GS"
"SG","Anthony Morrow",3000,"Dal@OKC 07:00PM ET",7.438,"OKC"
"PF","Jason Thompson",3000,"GS@Den 08:00PM ET",5.750,"GS"
"SF","Luc Richard Mbah a Moute",3000,"Tor@LAC 03:30PM ET",2.900,"LAC"
"SF","Alonzo Gee",3000,"Pho@NO 06:00PM ET",9.942,"NO"
"SG","Brandon Rush",3000,"GS@Den 08:00PM ET",7.250,"GS"
"C","Andrea Bargnani",3000,"Bos@Bkn 06:00PM ET",8.019,"Bkn"
"SF","Wesley Johnson",3000,"Tor@LAC 03:30PM ET",9.604,"LAC"
"SG","Wayne Ellington",3000,"Bos@Bkn 06:00PM ET",7.808,"Bkn"
"SF","Quincy Pondexter",3000,"Pho@NO 06:00PM ET",0,"NO"
"PF","Darrell Arthur",3000,"GS@Den 08:00PM ET",12.208,"Den"
"PG","Donald Sloan",3000,"Bos@Bkn 06:00PM ET",4.000,"Bkn"
"C","Marreese Speights",3000,"GS@Den 08:00PM ET",11.341,"GS"
"SG","Sonny Weems",3000,"Pho@NO 06:00PM ET",4.688,"Pho"
"C","JaVale McGee",3000,"Dal@OKC 07:00PM ET",0,"Dal"
"SF","Jeremy Evans",3000,"Dal@OKC 07:00PM ET",5.136,"Dal"
"SF","Kyle Singler",3000,"Dal@OKC 07:00PM ET",6.771,"OKC"
"C","Cole Aldrich",3000,"Tor@LAC 03:30PM ET",2.833,"LAC"
"C","Robert Sacre",3000,"Por@LAL 09:30PM ET",4.000,"LAL"
"PG","Norris Cole",3000,"Pho@NO 06:00PM ET",0,"NO"
"C","Tyler Zeller",3000,"Bos@Bkn 06:00PM ET",9.000,"Bos"
"SF","Willie Reed",3000,"Bos@Bkn 06:00PM ET",0,"Bkn"
"PF","Jonas Jerebko",3000,"Bos@Bkn 06:00PM ET",8.167,"Bos"
"SG","Ian Clark",3000,"GS@Den 08:00PM ET",5.900,"GS"
"SG","C.J. Wilcox",3000,"Tor@LAC 03:30PM ET",0,"LAC"
"SG","John Jenkins",3000,"Dal@OKC 07:00PM ET",10.375,"Dal"
"SF","Ryan Kelly",3000,"Por@LAL 09:30PM ET",12.450,"LAL"
"PF","Cory Jefferson",3000,"Pho@NO 06:00PM ET",4.500,"Pho"
"PF","Thomas Robinson",3000,"Bos@Bkn 06:00PM ET",10.654,"Bkn"
"PG","Tim Frazier",3000,"Por@LAL 09:30PM ET",2.036,"Por"
"SG","Andre Roberson",3000,"Dal@OKC 07:00PM ET",12.646,"OKC"
"C","Tarik Black",3000,"Por@LAL 09:30PM ET",9.321,"LAL"
"SF","Anthony Brown",3000,"Por@LAL 09:30PM ET",2.500,"LAL"
"SF","Josh Huestis",3000,"Dal@OKC 07:00PM ET",0,"OKC"
"PG","Pablo Prigioni",3000,"Tor@LAC 03:30PM ET",6.050,"LAC"
"SG","Markel Brown",3000,"Bos@Bkn 06:00PM ET",6.786,"Bkn"
"PG","Marcelo Huertas",3000,"Por@LAL 09:30PM ET",10.929,"LAL"
"C","Salah Mejri",3000,"Dal@OKC 07:00PM ET",2.350,"Dal"
"SF","Pat Connaughton",3000,"Por@LAL 09:30PM ET",1.563,"Por"
"PF","Larry Nance Jr.",3000,"Por@LAL 09:30PM ET",10.281,"LAL"
"SF","Branden Dawson",3000,"Tor@LAC 03:30PM ET",0,"LAC"
"PF","James Michael McAdoo",3000,"GS@Den 08:00PM ET",4.023,"GS"
"SG","Norman Powell",3000,"Tor@LAC 03:30PM ET",3.406,"Tor"
"C","Alex Len",3000,"Pho@NO 06:00PM ET",14.875,"Pho"
"C","Lucas Nogueira",3000,"Tor@LAC 03:30PM ET",3.500,"Tor"
"SF","Mirza Teletovic",3000,"Pho@NO 06:00PM ET",11.729,"Pho"
"SF","Kostas Papanikolaou",3000,"GS@Den 08:00PM ET",4.944,"Den"
"SF","Sergey Karasev",3000,"Bos@Bkn 06:00PM ET",3.313,"Bkn"
"SG","R.J. Hunter",3000,"Bos@Bkn 06:00PM ET",6.429,"Bos"
"SF","Justin Anderson",3000,"Dal@OKC 07:00PM ET",5.875,"Dal"
"PF","Mitch McGary",3000,"Dal@OKC 07:00PM ET",3.650,"OKC"
"SG","Archie Goodwin",3000,"Pho@NO 06:00PM ET",8.611,"Pho"
"SF","Anthony Bennett",3000,"Tor@LAC 03:30PM ET",4.000,"Tor"
"PG","Delon Wright",3000,"Tor@LAC 03:30PM ET",1.125,"Tor"
"PF","Jordan Mickey",3000,"Bos@Bkn 06:00PM ET",6.125,"Bos"
"PG","Terry Rozier",3000,"Bos@Bkn 06:00PM ET",4.583,"Bos"
"PF","Noah Vonleh",3000,"Por@LAL 09:30PM ET",7.357,"Por"
"SG","James Young",3000,"Bos@Bkn 06:00PM ET",0.000,"Bos"
"PG","Cameron Payne",3000,"Dal@OKC 07:00PM ET",2.542,"OKC"
"SF","Bruno Caboclo",3000,"Tor@LAC 03:30PM ET",0.000,"Tor"
"PF","Cliff Alexander",3000,"Por@LAL 09:30PM ET",4.875,"Por"
"SG","Devin Booker",3000,"Pho@NO 06:00PM ET",6.472,"Pho"
"PF","Kevon Looney",3000,"GS@Den 08:00PM ET",0,"GS"
"PF","Chris McCullough",3000,"Bos@Bkn 06:00PM ET",0,"Bkn"
"SF","Luis Montero",3000,"Por@LAL 09:30PM ET",2.125,"Por"
