"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SG","Gary Neal",3300,"Was@Mia 07:30PM ET",15.188,"Was"
"PG","J.J. Barea",3300,"Dal@NY 07:30PM ET",17.391,"Dal"
"PF","Josh McRoberts",3300,"Was@Mia 07:30PM ET",10.944,"Mia"
"C","Ryan Hollins",3200,"Was@Mia 07:30PM ET",2.667,"Was"
"PF","Charlie Villanueva",3200,"Dal@NY 07:30PM ET",12.171,"Dal"
"SG","Garrett Temple",3200,"Was@Mia 07:30PM ET",10.828,"Was"
"PF","Kevin Seraphin",3200,"Dal@NY 07:30PM ET",11.382,"NY"
"PF","Louis Amundson",3000,"Dal@NY 07:30PM ET",6.150,"NY"
"SG","Alan Anderson",3000,"Was@Mia 07:30PM ET",0,"Was"
"C","Chris Andersen",3000,"Was@Mia 07:30PM ET",4.417,"Mia"
"PF","Drew Gooden",3000,"Was@Mia 07:30PM ET",11.542,"Was"
"PF","Amar'e Stoudemire",3000,"Was@Mia 07:30PM ET",9.000,"Mia"
"PF","Udonis Haslem",3000,"Was@Mia 07:30PM ET",6.000,"Mia"
"SG","Sasha Vujacic",3000,"Dal@NY 07:30PM ET",9.875,"NY"
"PG","Beno Udrih",3000,"Was@Mia 07:30PM ET",9.404,"Mia"
"SF","Lance Thomas",3000,"Dal@NY 07:30PM ET",10.429,"NY"
"C","JaVale McGee",3000,"Dal@NY 07:30PM ET",9.300,"Dal"
"SF","Jeremy Evans",3000,"Dal@NY 07:30PM ET",5.733,"Dal"
"SF","James Johnson",3000,"LAL@Tor 07:30PM ET",8.641,"Tor"
"C","Robert Sacre",3000,"LAL@Tor 07:30PM ET",7.625,"LAL"
"C","DeJuan Blair",3000,"Was@Mia 07:30PM ET",6.781,"Was"
"PF","Kyle O'Quinn",3000,"Dal@NY 07:30PM ET",13.074,"NY"
"SF","Derrick Williams",3000,"Dal@NY 07:30PM ET",12.525,"NY"
"SG","John Jenkins",3000,"Dal@NY 07:30PM ET",6.139,"Dal"
"SF","Ryan Kelly",3000,"LAL@Tor 07:30PM ET",11.821,"LAL"
"SG","Terrence Ross",3000,"LAL@Tor 07:30PM ET",10.383,"Tor"
"C","Tarik Black",3000,"LAL@Tor 07:30PM ET",9.844,"LAL"
"SF","Anthony Brown",3000,"LAL@Tor 07:30PM ET",2.500,"LAL"
"PG","Jerian Grant",3000,"Dal@NY 07:30PM ET",13.262,"NY"
"PG","Marcelo Huertas",3000,"LAL@Tor 07:30PM ET",11.389,"LAL"
"C","Salah Mejri",3000,"Dal@NY 07:30PM ET",2.350,"Dal"
"PF","Larry Nance Jr.",3000,"LAL@Tor 07:30PM ET",10.000,"LAL"
"SG","Josh Richardson",3000,"Was@Mia 07:30PM ET",3.688,"Mia"
"SG","Norman Powell",3000,"LAL@Tor 07:30PM ET",3.406,"Tor"
"PF","Jarnell Stokes",3000,"Was@Mia 07:30PM ET",1.250,"Mia"
"C","Lucas Nogueira",3000,"LAL@Tor 07:30PM ET",10.417,"Tor"
"SF","Justin Anderson",3000,"Dal@NY 07:30PM ET",4.313,"Dal"
"SF","Anthony Bennett",3000,"LAL@Tor 07:30PM ET",4.000,"Tor"
"SF","Cleanthony Early",3000,"Dal@NY 07:30PM ET",2.214,"NY"
"PG","Delon Wright",3000,"LAL@Tor 07:30PM ET",1.125,"Tor"
"SF","Bruno Caboclo",3000,"LAL@Tor 07:30PM ET",0.000,"Tor"
"SF","Kelly Oubre Jr.",3000,"Was@Mia 07:30PM ET",4.365,"Was"
