"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Patty Mills",3500,"Mem@SA 08:30PM ET",18.438,"SA"
"C","Dewayne Dedmon",3500,"Sac@Orl 05:00PM ET",16.750,"Orl"
"PF","Nene Hilario",3400,"Was@Det 07:30PM ET",17.594,"Was"
"SG","Gerald Green",3400,"Phi@Mia 08:00PM ET",11.900,"Mia"
"PG","Patrick Beverley",3400,"NY@Hou 08:00PM ET",11.857,"Hou"
"PF","Channing Frye",3300,"Sac@Orl 05:00PM ET",13.393,"Orl"
"SF","Matt Barnes",3300,"Mem@SA 08:30PM ET",15.596,"Mem"
"SG","Gary Neal",3300,"Was@Det 07:30PM ET",12.611,"Was"
"PF","Boris Diaw",3300,"Mem@SA 08:30PM ET",16.250,"SA"
"PG","Ramon Sessions",3300,"Was@Det 07:30PM ET",16.611,"Was"
"SF","Chase Budinger",3300,"Mil@Ind 07:00PM ET",11.771,"Ind"
"PF","JaMychal Green",3300,"Mem@SA 08:30PM ET",14.885,"Mem"
"PF","Kyle O'Quinn",3300,"NY@Hou 08:00PM ET",14.979,"NY"
"PG","Isaiah Canaan",3300,"Phi@Mia 08:00PM ET",17.000,"Phi"
"PG","Jerian Grant",3300,"NY@Hou 08:00PM ET",14.923,"NY"
"SG","Ben McLemore",3300,"Sac@Orl 05:00PM ET",12.365,"Sac"
"C","Willie Cauley-Stein",3300,"Sac@Orl 05:00PM ET",16.212,"Sac"
"SG","Sasha Vujacic",3200,"NY@Hou 08:00PM ET",11.705,"NY"
"PF","Brandan Wright",3200,"Mem@SA 08:30PM ET",14.571,"Mem"
"C","Myles Turner",3200,"Mil@Ind 07:00PM ET",12.031,"Ind"
"SF","Richard Jefferson",3100,"Atl@Cle 07:30PM ET",12.271,"Cle"
"PF","David West",3100,"Mem@SA 08:30PM ET",13.208,"SA"
"PG","C.J. Watson",3100,"Sac@Orl 05:00PM ET",13.875,"Orl"
"SF","Derrick Williams",3100,"NY@Hou 08:00PM ET",13.462,"NY"
"SG","Vince Carter",3000,"Mem@SA 08:30PM ET",11.500,"Mem"
"PG","Jason Terry",3000,"NY@Hou 08:00PM ET",8.545,"Hou"
"PF","Matt Bonner",3000,"Mem@SA 08:30PM ET",1.125,"SA"
"PG","Steve Blake",3000,"Was@Det 07:30PM ET",10.417,"Det"
"SG","James Jones",3000,"Atl@Cle 07:30PM ET",5.500,"Cle"
"PF","Louis Amundson",3000,"NY@Hou 08:00PM ET",8.350,"NY"
"SG","Alan Anderson",3000,"Was@Det 07:30PM ET",0,"Was"
"C","Chris Andersen",3000,"Phi@Mia 08:00PM ET",3.500,"Mia"
"PF","Drew Gooden",3000,"Was@Det 07:30PM ET",11.542,"Was"
"PF","Amar'e Stoudemire",3000,"Phi@Mia 08:00PM ET",9.000,"Mia"
"SF","Caron Butler",3000,"Sac@Orl 05:00PM ET",5.964,"Sac"
"SG","Rasual Butler",3000,"Mem@SA 08:30PM ET",8.523,"SA"
"PF","Chris Copeland",3000,"Mil@Ind 07:00PM ET",6.111,"Mil"
"PF","Udonis Haslem",3000,"Phi@Mia 08:00PM ET",5.500,"Mia"
"PF","Anthony Tolliver",3000,"Was@Det 07:30PM ET",9.750,"Det"
"SF","Jared Dudley",3000,"Was@Det 07:30PM ET",14.250,"Was"
"PG","Beno Udrih",3000,"Phi@Mia 08:00PM ET",12.056,"Mia"
"C","Anderson Varejao",3000,"Atl@Cle 07:30PM ET",6.450,"Cle"
"PF","Carl Landry",3000,"Phi@Mia 08:00PM ET",0,"Phi"
"C","Sasha Kaun",3000,"Atl@Cle 07:30PM ET",3.125,"Cle"
"PF","Jason Smith",3000,"Sac@Orl 05:00PM ET",12.143,"Orl"
"PF","Joel Anthony",3000,"Was@Det 07:30PM ET",0,"Det"
"SF","Martell Webster",3000,"Was@Det 07:30PM ET",0,"Was"
"PF","Josh McRoberts",3000,"Phi@Mia 08:00PM ET",9.023,"Mia"
"C","Aron Baynes",3000,"Was@Det 07:30PM ET",9.833,"Det"
"SG","Jodie Meeks",3000,"Was@Det 07:30PM ET",2.000,"Det"
"SF","Lance Thomas",3000,"NY@Hou 08:00PM ET",9.481,"NY"
"C","Tiago Splitter",3000,"Atl@Cle 07:30PM ET",12.981,"Atl"
"SG","Justin Holiday",3000,"Atl@Cle 07:30PM ET",8.795,"Atl"
"PF","Mike Scott",3000,"Atl@Cle 07:30PM ET",8.354,"Atl"
"SG","James Anderson",3000,"Sac@Orl 05:00PM ET",5.917,"Sac"
"C","DeJuan Blair",3000,"Was@Det 07:30PM ET",6.375,"Was"
"PF","Andrew Nicholson",3000,"Sac@Orl 05:00PM ET",6.833,"Orl"
"PG","Seth Curry",3000,"Sac@Orl 05:00PM ET",5.375,"Sac"
"C","Miles Plumlee",3000,"Mil@Ind 07:00PM ET",5.175,"Mil"
"PF","Quincy Acy",3000,"Sac@Orl 05:00PM ET",5.429,"Sac"
"PG","Shelvin Mack",3000,"Atl@Cle 07:30PM ET",8.833,"Atl"
"SG","Lamar Patterson",3000,"Atl@Cle 07:30PM ET",7.938,"Atl"
"C","Shayne Whittington",3000,"Mil@Ind 07:00PM ET",-1.000,"Ind"
"SF","Solomon Hill",3000,"Mil@Ind 07:00PM ET",6.000,"Ind"
"SG","Jared Cunningham",3000,"Atl@Cle 07:30PM ET",5.675,"Cle"
"C","Mike Muscala",3000,"Atl@Cle 07:30PM ET",6.313,"Atl"
"SG","Joe Harris",3000,"Atl@Cle 07:30PM ET",2.563,"Cle"
"PF","Kevin Seraphin",3000,"NY@Hou 08:00PM ET",8.528,"NY"
"SG","Tim Hardaway Jr.",3000,"Atl@Cle 07:30PM ET",0,"Atl"
"SF","Duje Dukan",3000,"Sac@Orl 05:00PM ET",0,"Sac"
"PG","Phil Pressey",3000,"Phi@Mia 08:00PM ET",12.028,"Phi"
"PG","Kendall Marshall",3000,"Phi@Mia 08:00PM ET",0,"Phi"
"SF","Reggie Bullock",3000,"Was@Det 07:30PM ET",1.571,"Det"
"PG","Shabazz Napier",3000,"Sac@Orl 05:00PM ET",8.727,"Orl"
"PG","Russ Smith",3000,"Mem@SA 08:30PM ET",3.643,"Mem"
"C","Boban Marjanovic",3000,"Mem@SA 08:30PM ET",3.625,"SA"
"PF","Eric Moreland",3000,"Sac@Orl 05:00PM ET",2.583,"Sac"
"SF","Jonathon Simmons",3000,"Mem@SA 08:30PM ET",5.375,"SA"
"SF","Devyn Marble",3000,"Sac@Orl 05:00PM ET",1.625,"Orl"
"SG","Joe Young",3000,"Mil@Ind 07:00PM ET",4.625,"Ind"
"PG","Ray McCallum",3000,"Mem@SA 08:30PM ET",3.071,"SA"
"SG","Darrun Hilliard",3000,"Was@Det 07:30PM ET",0,"Det"
"SG","James Ennis",3000,"Mem@SA 08:30PM ET",0.688,"Mem"
"PG","Spencer Dinwiddie",3000,"Was@Det 07:30PM ET",11.813,"Det"
"PF","Johnny O'Bryant",3000,"Mil@Ind 07:00PM ET",11.125,"Mil"
"SG","Josh Richardson",3000,"Phi@Mia 08:00PM ET",6.083,"Mia"
"SF","K.J. McDaniels",3000,"NY@Hou 08:00PM ET",4.850,"Hou"
"PF","Rakeem Christmas",3000,"Mil@Ind 07:00PM ET",0,"Ind"
"SF","Jakarr Sampson",3000,"Phi@Mia 08:00PM ET",10.788,"Phi"
"PF","Jarnell Stokes",3000,"Phi@Mia 08:00PM ET",1.250,"Mia"
"SF","Sam Dekker",3000,"NY@Hou 08:00PM ET",1.083,"Hou"
"PF","Richaun Holmes",3000,"Phi@Mia 08:00PM ET",10.714,"Phi"
"SG","Jordan Adams",3000,"Mem@SA 08:30PM ET",9.500,"Mem"
"SF","Kyle Anderson",3000,"Mem@SA 08:30PM ET",7.563,"SA"
"PF","Montrezl Harrell",3000,"NY@Hou 08:00PM ET",7.396,"Hou"
"SF","Glenn Robinson III",3000,"Mil@Ind 07:00PM ET",10.313,"Ind"
"SF","Cleanthony Early",3000,"NY@Hou 08:00PM ET",2.700,"NY"
"PF","Jarell Martin",3000,"Mem@SA 08:30PM ET",0,"Mem"
"PF","Christian Wood",3000,"Phi@Mia 08:00PM ET",9.182,"Phi"
"PG","Tyler Ennis",3000,"Mil@Ind 07:00PM ET",9.208,"Mil"
"C","Joel Embiid",3000,"Phi@Mia 08:00PM ET",0,"Phi"
"SF","Damien Inglis",3000,"Mil@Ind 07:00PM ET",4.800,"Mil"
"C","Walter Tavares",3000,"Atl@Cle 07:30PM ET",1.125,"Atl"
"SG","Mario Hezonja",3000,"Sac@Orl 05:00PM ET",8.125,"Orl"
"SF","Kelly Oubre Jr.",3000,"Was@Det 07:30PM ET",7.208,"Was"
"SG","Rashad Vaughn",3000,"Mil@Ind 07:00PM ET",3.857,"Mil"
